               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 122,            0.041611,           0.0064174,                   0,             0.66626,             0.42105,             0.45084,             0.19257,            0.063978,            0.012727,                   0,           0.0058486,           0.0058486,            0.019849
                 123,            0.040424,           0.0064169,                   0,              0.4736,             0.47368,             0.32621,             0.11785,            0.068788,            0.011977,                   0,            0.005857,            0.005857,            0.019157
                 124,            0.039414,           0.0063042,                   0,             0.34591,             0.47368,             0.27542,             0.10857,            0.070011,            0.011632,                   0,           0.0058647,           0.0058647,            0.018465
                 125,            0.037761,           0.0062759,                   0,             0.56222,             0.47368,             0.35216,             0.14397,            0.068829,             0.01125,                   0,           0.0058716,           0.0058716,            0.017772
                 126,            0.042188,           0.0064061,                   0,             0.56238,             0.47347,             0.34655,             0.11933,            0.069385,            0.011781,                   0,           0.0058778,           0.0058778,            0.017078
                 127,            0.041276,           0.0061592,                   0,             0.58321,             0.36842,             0.28931,            0.070219,            0.071137,            0.011736,                   0,           0.0058832,           0.0058832,            0.016383
                 128,            0.041281,           0.0063852,                   0,             0.64256,             0.47312,             0.40843,              0.1522,            0.065884,            0.011806,                   0,           0.0058879,           0.0058879,            0.015688
                 129,            0.038441,           0.0053815,                   0,             0.69973,             0.36842,             0.35242,             0.13451,            0.070767,            0.011333,                   0,           0.0058918,           0.0058918,            0.014992
                 130,            0.041501,            0.006391,                   0,             0.62498,             0.52632,             0.35174,              0.1454,            0.066226,            0.011191,                   0,            0.005895,            0.005895,            0.014295
                 131,            0.040727,           0.0059178,                   0,             0.40865,             0.47368,             0.28791,              0.1077,            0.065803,            0.012552,                   0,           0.0058975,           0.0058975,            0.013597
                 132,            0.040518,           0.0064222,                   0,             0.49992,             0.26316,             0.28107,            0.070548,             0.07007,            0.014694,                   0,           0.0058992,           0.0058992,            0.012899
                 133,            0.038422,           0.0062441,                   0,             0.53316,             0.42105,             0.28231,              0.1027,            0.064904,            0.012179,                   0,           0.0059002,           0.0059002,              0.0122
                 134,            0.038551,            0.006307,                   0,             0.69182,             0.47368,             0.37216,              0.1554,            0.066619,            0.010869,                   0,           0.0059004,           0.0059004,              0.0115
                 135,            0.037478,            0.005885,                   0,             0.49966,             0.36842,             0.25639,             0.11229,            0.068278,            0.011542,                   0,              0.0059,              0.0059,              0.0108
                 136,             0.04075,           0.0059364,                   0,               0.635,             0.36842,              0.3536,             0.14263,            0.064015,            0.013761,                   0,           0.0058988,           0.0058988,            0.010099
                 137,            0.041223,           0.0062132,                   0,             0.58727,             0.52632,             0.43046,             0.17726,            0.060398,            0.012603,                   0,           0.0058968,           0.0058968,           0.0093968
                 138,            0.039032,           0.0064464,                   0,             0.39891,             0.42105,             0.25735,            0.071908,            0.073071,             0.01224,                   0,           0.0058942,           0.0058942,           0.0086942
                 139,            0.039874,           0.0060334,                   0,             0.49902,             0.36842,             0.38619,             0.12591,            0.065661,            0.011939,                   0,           0.0058909,           0.0058909,           0.0079909
                 140,              0.0394,           0.0062501,                   0,              0.5995,             0.47368,             0.34763,             0.14331,            0.064935,            0.012962,                   0,           0.0058868,           0.0058868,           0.0072868
                 141,             0.03949,           0.0060139,                   0,             0.53828,             0.36842,             0.24859,             0.12742,            0.067675,              0.0125,                   0,            0.005882,            0.005882,            0.006582
                 142,            0.037307,            0.006101,                   0,             0.69202,             0.47368,             0.39831,             0.16071,            0.065426,            0.011384,                   0,           0.0058766,           0.0058766,           0.0058766
                 143,            0.036177,           0.0056503,                   0,             0.69973,             0.36842,             0.35961,             0.13431,            0.072182,            0.010843,                   0,           0.0058766,           0.0058766,           0.0058766
                 144,            0.041215,           0.0061502,                   0,             0.74994,             0.47354,             0.41199,             0.15993,            0.064803,            0.010303,                   0,           0.0058296,           0.0058296,           0.0058296
                 145,            0.037937,           0.0062731,                   0,             0.66666,             0.52632,             0.47319,             0.24279,            0.063341,              0.0104,                   0,           0.0057826,           0.0057826,           0.0057826
                 146,            0.041538,           0.0063601,                   0,             0.72274,             0.57895,             0.49551,             0.20171,            0.061963,            0.010445,                   0,           0.0057355,           0.0057355,           0.0057355
                 147,            0.037449,           0.0060381,                   0,             0.73329,             0.57884,             0.49491,             0.14597,            0.063936,            0.011545,                   0,           0.0056884,           0.0056884,           0.0056884
                 148,            0.039036,           0.0056112,                   0,             0.64691,             0.57895,             0.45675,             0.17967,            0.062775,            0.011298,                   0,           0.0056413,           0.0056413,           0.0056413
                 149,            0.037784,           0.0061209,                   0,             0.52937,             0.47361,             0.41366,             0.16074,            0.062263,            0.012172,                   0,           0.0055942,           0.0055942,           0.0055942
                 150,            0.039424,           0.0057636,                   0,             0.46419,             0.68396,              0.3884,             0.13201,            0.067657,            0.011447,                   0,           0.0055471,           0.0055471,           0.0055471
                 151,            0.036464,           0.0056647,                   0,             0.42031,             0.42105,             0.28517,             0.10508,            0.069118,            0.011314,                   0,              0.0055,              0.0055,              0.0055
                 152,            0.037579,            0.005701,                   0,             0.71428,             0.52632,             0.45271,             0.14605,            0.061565,            0.010027,                   0,           0.0054529,           0.0054529,           0.0054529
                 153,            0.036396,           0.0058095,                   0,             0.64704,             0.57889,              0.4749,             0.16587,            0.062309,            0.010024,                   0,           0.0054058,           0.0054058,           0.0054058
                 154,            0.039396,           0.0059279,                   0,             0.59972,             0.47368,             0.37416,             0.14621,            0.065599,            0.010382,                   0,           0.0053587,           0.0053587,           0.0053587
                 155,            0.038841,           0.0058679,                   0,             0.71418,             0.52632,             0.40497,             0.14732,             0.06511,            0.010414,                   0,           0.0053116,           0.0053116,           0.0053116
                 156,            0.036384,           0.0061608,                   0,             0.71417,             0.52632,             0.40869,             0.13734,             0.06571,            0.010912,                   0,           0.0052645,           0.0052645,           0.0052645
                 157,            0.034098,           0.0057136,                   0,             0.59994,             0.47368,              0.3693,             0.13008,            0.067937,             0.01135,                   0,           0.0052174,           0.0052174,           0.0052174
                 158,            0.038521,           0.0058027,                   0,             0.64209,             0.47368,             0.36482,             0.12963,             0.06515,            0.011396,                   0,           0.0051704,           0.0051704,           0.0051704
                 159,            0.035857,           0.0058943,                   0,             0.59986,             0.47368,              0.3123,             0.14889,            0.066154,            0.011492,                   0,           0.0051234,           0.0051234,           0.0051234
                 160,            0.035863,           0.0056744,                   0,             0.52915,             0.47368,             0.30523,             0.11239,            0.066713,            0.011649,                   0,           0.0050765,           0.0050765,           0.0050765
                 161,            0.034223,           0.0054126,                   0,             0.63624,             0.47368,             0.35899,             0.15985,            0.064127,            0.010993,                   0,           0.0050296,           0.0050296,           0.0050296
                 162,            0.036866,           0.0058793,                   0,             0.64279,             0.47356,             0.33156,             0.13653,            0.068615,            0.011285,                   0,           0.0049828,           0.0049828,           0.0049828
                 163,            0.037845,           0.0059997,                   0,              0.5712,             0.42105,             0.36395,              0.1197,             0.06926,            0.011741,                   0,            0.004936,            0.004936,            0.004936
                 164,            0.032625,           0.0053053,                   0,             0.52914,             0.47368,             0.32407,              0.1222,            0.068119,            0.011957,                   0,           0.0048893,           0.0048893,           0.0048893
                 165,            0.037285,           0.0058212,                   0,             0.47365,             0.47368,             0.35333,             0.12715,            0.069547,            0.012102,                   0,           0.0048426,           0.0048426,           0.0048426
                 166,            0.038051,           0.0054634,                   0,             0.49997,             0.57895,             0.41238,             0.13003,             0.06932,            0.011547,                   0,            0.004796,            0.004796,            0.004796
                 167,            0.035423,           0.0055798,                   0,             0.49983,             0.47368,             0.35559,             0.12231,            0.067675,            0.011347,                   0,           0.0047495,           0.0047495,           0.0047495
                 168,            0.031985,            0.005358,                   0,             0.61502,             0.42105,             0.36902,             0.14369,            0.064895,             0.01062,                   0,           0.0047031,           0.0047031,           0.0047031
                 169,            0.039099,           0.0058655,                   0,             0.66624,             0.42105,             0.39981,             0.14292,            0.064817,            0.011117,                   0,           0.0046568,           0.0046568,           0.0046568
                 170,            0.033146,           0.0055883,                   0,              0.5986,             0.31579,             0.33476,             0.16481,            0.068676,            0.011252,                   0,           0.0046105,           0.0046105,           0.0046105
                 171,            0.034439,           0.0054399,                   0,             0.35982,             0.47334,             0.35229,             0.15366,             0.07053,            0.011652,                   0,           0.0045644,           0.0045644,           0.0045644
                 172,            0.032581,           0.0050563,                   0,             0.35981,             0.47331,              0.3475,             0.14023,            0.070489,            0.011936,                   0,           0.0045184,           0.0045184,           0.0045184
                 173,            0.030449,           0.0050707,                   0,             0.66544,             0.42105,             0.39704,             0.14752,              0.0683,            0.011364,                   0,           0.0044724,           0.0044724,           0.0044724
                 174,            0.031526,           0.0055538,                   0,             0.49998,             0.47365,             0.37773,              0.1756,            0.066867,            0.010939,                   0,           0.0044266,           0.0044266,           0.0044266
                 175,            0.032379,           0.0053453,                   0,             0.53323,             0.42105,              0.2876,             0.12483,            0.068895,            0.011162,                   0,           0.0043809,           0.0043809,           0.0043809
                 176,            0.031043,           0.0048254,                   0,             0.55958,             0.47368,             0.35727,             0.13908,             0.06659,             0.01083,                   0,           0.0043353,           0.0043353,           0.0043353
                 177,            0.034385,           0.0053311,                   0,             0.33328,             0.36842,             0.30032,             0.11384,            0.071571,            0.011596,                   0,           0.0042899,           0.0042899,           0.0042899
                 178,            0.035593,           0.0053519,                   0,             0.41169,             0.36842,             0.30994,             0.10838,            0.070278,            0.012067,                   0,           0.0042445,           0.0042445,           0.0042445
                 179,            0.032447,           0.0050713,                   0,             0.33329,             0.42098,             0.33748,             0.13122,            0.070341,            0.011527,                   0,           0.0041994,           0.0041994,           0.0041994
                 180,            0.032616,           0.0055587,                   0,             0.35984,             0.47368,             0.32721,             0.14503,            0.069495,            0.011946,                   0,           0.0041543,           0.0041543,           0.0041543
                 181,            0.030008,           0.0048555,                   0,             0.49982,             0.42077,             0.29362,             0.12684,            0.067567,            0.011904,                   0,           0.0041094,           0.0041094,           0.0041094
                 182,            0.030083,           0.0055782,                   0,             0.44992,             0.47353,             0.31932,             0.13731,            0.067808,            0.012047,                   0,           0.0040647,           0.0040647,           0.0040647
                 183,            0.031235,           0.0054856,                   0,             0.53297,             0.42105,             0.37354,             0.13672,            0.068812,            0.012744,                   0,           0.0040201,           0.0040201,           0.0040201
                 184,            0.028615,           0.0048067,                   0,             0.49987,             0.42085,             0.34926,             0.12177,            0.069654,            0.013572,                   0,           0.0039757,           0.0039757,           0.0039757
                 185,            0.031817,           0.0049078,                   0,             0.39104,             0.47368,              0.3389,             0.14713,            0.067115,            0.013053,                   0,           0.0039314,           0.0039314,           0.0039314
                 186,            0.031701,           0.0048307,                   0,             0.49993,             0.47368,             0.31431,             0.11586,            0.066445,            0.012396,                   0,           0.0038873,           0.0038873,           0.0038873
                 187,            0.030236,           0.0049738,                   0,             0.39083,             0.47368,             0.27044,             0.10582,             0.06924,            0.012361,                   0,           0.0038434,           0.0038434,           0.0038434
                 188,            0.029691,           0.0047831,                   0,             0.40861,             0.47368,             0.34772,             0.11207,            0.069665,            0.012923,                   0,           0.0037997,           0.0037997,           0.0037997
                 189,            0.030487,           0.0050732,                   0,             0.56227,             0.47368,             0.35502,             0.14074,             0.06398,            0.012694,                   0,           0.0037562,           0.0037562,           0.0037562
                 190,            0.032185,           0.0055869,                   0,             0.56233,             0.47368,             0.35769,             0.14605,            0.065101,             0.01205,                   0,           0.0037128,           0.0037128,           0.0037128
                 191,            0.029459,           0.0050416,                   0,             0.64097,             0.47368,             0.36759,             0.15276,            0.066272,            0.011894,                   0,           0.0036697,           0.0036697,           0.0036697
                 192,            0.030597,           0.0049578,                   0,             0.53843,             0.36842,             0.31321,              0.1288,            0.071574,            0.011978,                   0,           0.0036267,           0.0036267,           0.0036267
                 193,            0.029638,            0.005067,                   0,             0.44432,             0.42085,             0.32556,              0.1377,             0.07198,            0.011991,                   0,            0.003584,            0.003584,            0.003584
                 194,            0.030256,           0.0051742,                   0,             0.63632,             0.36842,             0.38456,             0.12768,            0.072553,            0.011984,                   0,           0.0035415,           0.0035415,           0.0035415
                 195,             0.02799,           0.0049568,                   0,             0.52928,             0.47344,             0.42541,             0.14312,            0.066541,            0.012064,                   0,           0.0034991,           0.0034991,           0.0034991
                 196,            0.030538,           0.0047163,                   0,             0.59997,             0.47368,             0.37718,             0.15541,            0.066979,            0.012201,                   0,            0.003457,            0.003457,            0.003457
                 197,             0.02865,           0.0050572,                   0,             0.59999,             0.47366,             0.38032,             0.14729,            0.067381,            0.011956,                   0,           0.0034152,           0.0034152,           0.0034152
                 198,            0.030369,           0.0051553,                   0,              0.5999,              0.4735,             0.35652,             0.13577,            0.069056,            0.011898,                   0,           0.0033735,           0.0033735,           0.0033735
                 199,            0.028608,           0.0048066,                   0,             0.61506,             0.42105,             0.34806,             0.16421,            0.066876,            0.011546,                   0,           0.0033321,           0.0033321,           0.0033321
                 200,            0.027846,           0.0046839,                   0,             0.59991,             0.47368,             0.39188,             0.18557,            0.065338,              0.0112,                   0,           0.0032909,           0.0032909,           0.0032909
                 201,             0.02806,            0.004712,                   0,               0.642,             0.47368,             0.42429,             0.16774,            0.064109,            0.011465,                   0,             0.00325,             0.00325,             0.00325
                 202,            0.027352,           0.0047824,                   0,             0.72674,             0.42105,             0.43835,             0.20651,             0.06236,            0.011403,                   0,           0.0032093,           0.0032093,           0.0032093
                 203,            0.027417,           0.0044912,                   0,              0.7488,             0.47368,             0.54108,             0.21835,            0.061718,            0.011122,                   0,           0.0031689,           0.0031689,           0.0031689
                 204,            0.027262,            0.004601,                   0,             0.45807,             0.57837,             0.42467,             0.14939,            0.066908,            0.012226,                   0,           0.0031287,           0.0031287,           0.0031287
                 205,            0.027849,           0.0047573,                   0,              0.6469,             0.57895,             0.50089,             0.16064,            0.062457,            0.012031,                   0,           0.0030888,           0.0030888,           0.0030888
                 206,            0.029296,           0.0048233,                   0,             0.74955,             0.47368,             0.49194,             0.16061,            0.064646,            0.012562,                   0,           0.0030491,           0.0030491,           0.0030491
                 207,            0.029121,           0.0049062,                   0,             0.64682,             0.57895,             0.49851,             0.17845,            0.061666,            0.012006,                   0,           0.0030097,           0.0030097,           0.0030097
                 208,            0.027183,           0.0045154,                   0,             0.42796,             0.63158,             0.40651,             0.17317,            0.062952,            0.011795,                   0,           0.0029706,           0.0029706,           0.0029706
                 209,            0.026337,           0.0048764,                   0,             0.52931,             0.47368,             0.36852,             0.15941,            0.064989,            0.011555,                   0,           0.0029318,           0.0029318,           0.0029318
                 210,            0.025807,           0.0047566,                   0,             0.56249,             0.47368,             0.39175,             0.17827,            0.065878,            0.011486,                   0,           0.0028932,           0.0028932,           0.0028932
                 211,            0.026333,           0.0045869,                   0,             0.56246,             0.47368,             0.40975,              0.1894,            0.064424,            0.011223,                   0,            0.002855,            0.002855,            0.002855
                 212,            0.027119,           0.0046371,                   0,                 0.6,             0.47368,             0.41989,             0.18422,            0.064718,            0.011686,                   0,            0.002817,            0.002817,            0.002817
                 213,            0.030465,           0.0047678,                   0,             0.53322,             0.42105,             0.37065,              0.1501,            0.066338,            0.011618,                   0,           0.0027793,           0.0027793,           0.0027793
                 214,            0.028697,           0.0044203,                   0,             0.56241,             0.47368,             0.41018,             0.17384,            0.063764,             0.01151,                   0,           0.0027419,           0.0027419,           0.0027419
                 215,            0.025973,           0.0046437,                   0,             0.49972,             0.47368,             0.42625,             0.20503,            0.065095,            0.011804,                   0,           0.0027048,           0.0027048,           0.0027048
                 216,             0.02591,           0.0047457,                   0,             0.49996,             0.52632,             0.40369,             0.17965,            0.065891,             0.01197,                   0,           0.0026681,           0.0026681,           0.0026681
                 217,            0.025936,           0.0048144,                   0,             0.52629,             0.52627,             0.39095,             0.16013,            0.066781,             0.01159,                   0,           0.0026316,           0.0026316,           0.0026316
                 218,            0.025254,           0.0045453,                   0,             0.57887,             0.57878,             0.43849,             0.16768,            0.063059,            0.011195,                   0,           0.0025954,           0.0025954,           0.0025954
                 219,            0.025658,           0.0045603,                   0,             0.64268,             0.47335,             0.46218,             0.17094,            0.065038,            0.011367,                   0,           0.0025596,           0.0025596,           0.0025596
                 220,            0.025469,           0.0043933,                   0,             0.52627,             0.52632,               0.442,             0.16723,            0.065023,            0.011273,                   0,           0.0025241,           0.0025241,           0.0025241
                 221,            0.025641,           0.0044609,                   0,              0.6109,             0.57847,             0.47738,             0.17742,            0.064876,            0.011379,                   0,           0.0024889,           0.0024889,           0.0024889
                 222,            0.026803,           0.0046836,                   0,             0.59966,             0.63158,             0.47642,             0.15964,            0.064353,            0.011789,                   0,           0.0024541,           0.0024541,           0.0024541
                 223,            0.025814,           0.0045992,                   0,             0.54998,             0.57889,             0.44407,             0.16037,            0.064101,            0.011593,                   0,           0.0024195,           0.0024195,           0.0024195
                 224,            0.025084,           0.0045505,                   0,             0.58808,             0.52632,              0.4161,               0.126,            0.064208,            0.012039,                   0,           0.0023854,           0.0023854,           0.0023854
                 225,            0.024272,           0.0044294,                   0,             0.44386,             0.63158,             0.35752,             0.13321,            0.065481,            0.012488,                   0,           0.0023515,           0.0023515,           0.0023515
                 226,            0.025356,           0.0047335,                   0,             0.59953,             0.47368,             0.40456,             0.13239,            0.065673,            0.012304,                   0,            0.002318,            0.002318,            0.002318
                 227,            0.025934,           0.0042967,                   0,             0.58817,             0.52632,             0.44344,             0.17907,            0.065324,            0.011845,                   0,           0.0022849,           0.0022849,           0.0022849
                 228,            0.024354,           0.0042432,                   0,             0.69218,             0.47342,             0.46382,              0.1762,            0.065267,            0.011643,                   0,           0.0022521,           0.0022521,           0.0022521
                 229,            0.023889,           0.0043955,                   0,             0.62497,             0.52632,             0.47428,             0.19499,            0.064301,             0.01158,                   0,           0.0022196,           0.0022196,           0.0022196
                 230,            0.024556,           0.0044538,                   0,             0.66645,             0.42105,             0.39871,             0.15795,            0.064189,            0.011729,                   0,           0.0021876,           0.0021876,           0.0021876
                 231,            0.023169,           0.0043155,                   0,             0.69213,             0.47368,             0.43409,               0.196,            0.063901,            0.011429,                   0,           0.0021558,           0.0021558,           0.0021558
                 232,            0.024893,           0.0045946,                   0,             0.69226,             0.47359,              0.4032,             0.17948,             0.06411,            0.011354,                   0,           0.0021245,           0.0021245,           0.0021245
                 233,             0.02469,           0.0042105,                   0,              0.6665,             0.63158,             0.50462,             0.18308,            0.062919,            0.011434,                   0,           0.0020935,           0.0020935,           0.0020935
                 234,            0.024331,           0.0043155,                   0,             0.55555,              0.5263,             0.40115,             0.15398,            0.063966,            0.011972,                   0,           0.0020629,           0.0020629,           0.0020629
                 235,            0.023276,           0.0046722,                   0,             0.66642,             0.42062,             0.40464,             0.14618,            0.066161,             0.01225,                   0,           0.0020327,           0.0020327,           0.0020327
                 236,            0.024543,           0.0042754,                   0,             0.59863,             0.47368,             0.40146,             0.16495,            0.066388,            0.012049,                   0,           0.0020028,           0.0020028,           0.0020028
                 237,            0.025449,           0.0046894,                   0,             0.69226,             0.47368,             0.43472,             0.17204,            0.066649,            0.012057,                   0,           0.0019734,           0.0019734,           0.0019734
                 238,            0.024345,           0.0041823,                   0,             0.69155,             0.47368,             0.46081,             0.16846,            0.065839,            0.012129,                   0,           0.0019443,           0.0019443,           0.0019443
                 239,            0.023931,           0.0042924,                   0,             0.69069,             0.47368,             0.45434,             0.15428,            0.066757,            0.012115,                   0,           0.0019156,           0.0019156,           0.0019156
                 240,            0.023451,           0.0041789,                   0,             0.69208,             0.47322,             0.40813,             0.16132,             0.06533,            0.012058,                   0,           0.0018873,           0.0018873,           0.0018873
                 241,            0.023468,           0.0044905,                   0,             0.69165,             0.47368,              0.3896,             0.15638,            0.065493,            0.012235,                   0,           0.0018594,           0.0018594,           0.0018594
                 242,            0.024005,           0.0041862,                   0,             0.61367,             0.42105,             0.38427,             0.17167,            0.065492,            0.012032,                   0,           0.0018319,           0.0018319,           0.0018319
                 243,            0.024123,           0.0044198,                   0,             0.64279,             0.47368,             0.44493,             0.17342,            0.064622,            0.011967,                   0,           0.0018048,           0.0018048,           0.0018048
                 244,            0.023891,           0.0042469,                   0,             0.68903,             0.47368,             0.44205,             0.17849,            0.064032,            0.012278,                   0,           0.0017781,           0.0017781,           0.0017781
                 245,            0.023047,           0.0044657,                   0,              0.6915,             0.47204,             0.38263,             0.17105,            0.063788,            0.012585,                   0,           0.0017519,           0.0017519,           0.0017519
